schema_version,source_workbook,source_workbook_sha256,source_sheet,source_range,extraction_date,units,cell,formula_json,cached_value_json,cell_data_type
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,Расчет,"B21:B23,B26:B28",2026-09-16,mixed,B21,"{""text"":""SMALL($AV$4:$AV$413,B20)"",""type"":null,""shared_index"":null,""ref"":null}",43.200700000000005,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,Расчет,"B21:B23,B26:B28",2026-09-16,mixed,B22,"{""text"":""INDEX($R$4:$R$413,MATCH(B21,$AV$4:$AV$413,0),1)"",""type"":null,""shared_index"":null,""ref"":null}","""кв.80х3""",str
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,Расчет,"B21:B23,B26:B28",2026-09-16,mixed,B23,"{""text"":""INDEX($P$4:$P$413,MATCH(B21,$AV$4:$AV$413,0),1)"",""type"":null,""shared_index"":null,""ref"":null}","""С245""",str
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,Расчет,"B21:B23,B26:B28",2026-09-16,mixed,B26,"{""text"":""SMALL($AX$4:$AX$413,B25)"",""type"":null,""shared_index"":null,""ref"":null}",43.200700000000005,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,Расчет,"B21:B23,B26:B28",2026-09-16,mixed,B27,"{""text"":""INDEX($R$4:$R$413,MATCH(B26,$AX$4:$AX$413,0),1)"",""type"":null,""shared_index"":null,""ref"":null}","""кв.80х3""",str
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,Расчет,"B21:B23,B26:B28",2026-09-16,mixed,B28,"{""text"":""INDEX($P$4:$P$413,MATCH(B26,$AX$4:$AX$413,0),1)"",""type"":null,""shared_index"":null,""ref"":null}","""С245""",str
