schema_version,source_workbook,source_workbook_sha256,source_sheet,source_range,extraction_date,units,cell,formula_json,cached_value_json,cell_data_type
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,D48:F57,2026-09-16,"mixed: thickness, grade, bolt pattern, pcs, kg",D54,"{""text"":""IF(E8>E9,подбор!AE15,подбор!AE14)"",""type"":null,""shared_index"":null,""ref"":null}","""6х2""",str
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,D48:F57,2026-09-16,"mixed: thickness, grade, bolt pattern, pcs, kg",E54,null,null,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,D48:F57,2026-09-16,"mixed: thickness, grade, bolt pattern, pcs, kg",F54,null,null,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,D48:F57,2026-09-16,"mixed: thickness, grade, bolt pattern, pcs, kg",D55,"{""text"":""IF(E8>E9,подбор!AF15,подбор!AF14)"",""type"":null,""shared_index"":null,""ref"":null}","""9х2""",str
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,D48:F57,2026-09-16,"mixed: thickness, grade, bolt pattern, pcs, kg",E55,null,null,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,D48:F57,2026-09-16,"mixed: thickness, grade, bolt pattern, pcs, kg",F55,null,null,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,D48:F57,2026-09-16,"mixed: thickness, grade, bolt pattern, pcs, kg",D56,null,4,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,D48:F57,2026-09-16,"mixed: thickness, grade, bolt pattern, pcs, kg",E56,null,"""200 кН""",s
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,D48:F57,2026-09-16,"mixed: thickness, grade, bolt pattern, pcs, kg",F56,null,null,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,D48:F57,2026-09-16,"mixed: thickness, grade, bolt pattern, pcs, kg",D57,"{""text"":""IF(E8>E9,подбор!AB15,подбор!AB14)"",""type"":null,""shared_index"":null,""ref"":null}",233,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,D48:F57,2026-09-16,"mixed: thickness, grade, bolt pattern, pcs, kg",E57,null,null,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,D48:F57,2026-09-16,"mixed: thickness, grade, bolt pattern, pcs, kg",F57,null,null,n
