schema_version,source_workbook,source_workbook_sha256,source_sheet,source_range,extraction_date,units,cell,formula_json,cached_value_json,cell_data_type
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AX14,null,8.060000000000002,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AY14,null,8.32,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AZ14,null,8.579999999999998,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AP15,null,4.268,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AQ15,null,8.468,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AR15,null,13.437999999999999,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AS15,null,17.866,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AT15,null,7.061999999999999,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AU15,null,7.322000000000001,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AV15,null,7.377999999999999,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AW15,null,7.512,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AX15,null,7.910000000000002,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AY15,null,8.176,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AZ15,null,8.441999999999998,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AP16,null,4.026,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AQ16,null,8.016,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AR16,null,12.676,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AS16,null,16.932000000000002,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AT16,null,6.9239999999999995,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AU16,null,7.174000000000001,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AV16,null,7.2459999999999996,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AW16,null,7.3839999999999995,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AX16,null,7.760000000000002,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AY16,null,8.032,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AZ16,null,8.303999999999998,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AP17,null,3.784,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AQ17,null,7.564,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AR17,null,11.914,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AS17,null,15.998000000000001,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AT17,null,6.786,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AU17,null,7.026000000000001,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AV17,null,7.113999999999999,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AW17,null,7.256,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AX17,null,7.610000000000002,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AY17,null,7.888000000000001,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AZ17,null,8.165999999999999,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AP18,null,3.542,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AQ18,null,7.112,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AR18,null,11.152000000000001,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AS18,null,15.064,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AT18,null,6.648,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AU18,null,6.878000000000001,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AV18,null,6.981999999999999,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AW18,null,7.128,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AX18,null,7.460000000000002,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AY18,null,7.744000000000001,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AZ18,null,8.027999999999999,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AP19,null,3.3,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AQ19,null,6.66,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AR19,null,10.39,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AS19,null,14.13,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AT19,null,6.51,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AU19,null,6.73,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AV19,null,6.85,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AW19,null,7,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AX19,null,7.310000000000001,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AY19,null,7.6000000000000005,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AZ19,null,7.89,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AP20,null,3.155,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AQ20,null,6.3575,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AR20,null,9.762500000000001,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AS20,null,13.5075,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AT20,null,6.372,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AU20,null,6.582000000000001,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AV20,null,6.718,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AW20,null,6.872,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AX20,null,7.160000000000001,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AY20,null,7.456,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AZ20,null,7.752,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AP21,null,3.01,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AQ21,null,6.055,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AR21,null,9.135,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AS21,null,12.885000000000002,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AT21,null,6.234,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AU21,null,6.434,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AV21,null,6.586,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AW21,null,6.744,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AX21,null,7.010000000000001,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AY21,null,7.312,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AZ21,null,7.614,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AP22,null,2.865,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AQ22,null,5.7525,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AR22,null,8.5075,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AS22,null,12.262500000000001,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AT22,null,6.096,n
1.0.0,"Таблица по подбору сечений теплых ангаров пролетами 9м, 12м, 15м, 18м, 21м, 24м версия 1,5.xlsx",0271b96c6fe725d3e50ad7891401958322a5ae97866bb0bf8cb190bc4bbeff3f,вывод,"O6:O11,AP1:AZ63",2026-09-16,deck key; step mm where labelled,AU22,null,6.286,n
